2025-03-20 18:44:21,673 - INFO - SVDT2 Time: 31/08/2023 23:59:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.4, Salinity: 115.9
2025-03-20 18:44:31,197 - INFO - SVDT2 Time: 31/08/2023 23:39:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:31,708 - INFO - SVDT2 Time: 31/08/2023 23:38:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.9
2025-03-20 18:44:32,219 - INFO - SVDT2 Time: 31/08/2023 23:37:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.9
2025-03-20 18:44:32,730 - INFO - SVDT2 Time: 31/08/2023 23:36:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:33,240 - INFO - SVDT2 Time: 31/08/2023 23:35:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.9
2025-03-20 18:44:33,750 - INFO - SVDT2 Time: 31/08/2023 23:34:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:34,257 - INFO - SVDT2 Time: 31/08/2023 23:33:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.6
2025-03-20 18:44:34,768 - INFO - SVDT2 Time: 31/08/2023 23:32:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.7
2025-03-20 18:44:35,277 - INFO - SVDT2 Time: 31/08/2023 23:31:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.9
2025-03-20 18:44:35,789 - INFO - SVDT2 Time: 31/08/2023 23:30:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:36,299 - INFO - SVDT2 Time: 31/08/2023 23:29:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:36,807 - INFO - SVDT2 Time: 31/08/2023 23:28:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:37,316 - INFO - SVDT2 Time: 31/08/2023 23:27:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.2
2025-03-20 18:44:37,826 - INFO - SVDT2 Time: 31/08/2023 23:26:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.1
2025-03-20 18:44:38,335 - INFO - SVDT2 Time: 31/08/2023 23:25:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:38,843 - INFO - SVDT2 Time: 31/08/2023 23:24:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:39,353 - INFO - SVDT2 Time: 31/08/2023 23:23:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.9
2025-03-20 18:44:39,865 - INFO - SVDT2 Time: 31/08/2023 23:22:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:40,377 - INFO - SVDT2 Time: 31/08/2023 23:21:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:40,885 - INFO - SVDT2 Time: 31/08/2023 23:20:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.6
2025-03-20 18:44:41,394 - INFO - SVDT2 Time: 31/08/2023 23:19:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.7
2025-03-20 18:44:41,901 - INFO - SVDT2 Time: 31/08/2023 23:18:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:42,415 - INFO - SVDT2 Time: 31/08/2023 23:17:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.9
2025-03-20 18:44:42,918 - INFO - SVDT2 Time: 31/08/2023 23:16:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:43,427 - INFO - SVDT2 Time: 31/08/2023 23:15:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.1
2025-03-20 18:44:43,935 - INFO - SVDT2 Time: 31/08/2023 23:14:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:44,440 - INFO - SVDT2 Time: 31/08/2023 23:13:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:44,949 - INFO - SVDT2 Time: 31/08/2023 23:12:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.7
2025-03-20 18:44:45,460 - INFO - SVDT2 Time: 31/08/2023 23:11:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:45,971 - INFO - SVDT2 Time: 31/08/2023 23:10:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.8
2025-03-20 18:44:46,480 - INFO - SVDT2 Time: 31/08/2023 23:09:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.1
2025-03-20 18:44:46,990 - INFO - SVDT2 Time: 31/08/2023 23:08:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 116.0
2025-03-20 18:44:47,500 - INFO - SVDT2 Time: 31/08/2023 23:07:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.5, Salinity: 115.9
2025-03-20 18:44:48,014 - INFO - SVDT2 Time: 31/08/2023 23:06:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:48,525 - INFO - SVDT2 Time: 31/08/2023 23:05:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:49,039 - INFO - SVDT2 Time: 31/08/2023 23:04:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:49,549 - INFO - SVDT2 Time: 31/08/2023 23:03:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:44:50,058 - INFO - SVDT2 Time: 31/08/2023 23:02:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.8
2025-03-20 18:44:50,567 - INFO - SVDT2 Time: 31/08/2023 23:01:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:44:51,076 - INFO - SVDT2 Time: 31/08/2023 23:00:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:44:51,586 - INFO - SVDT2 Time: 31/08/2023 22:59:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.2
2025-03-20 18:44:52,098 - INFO - SVDT2 Time: 31/08/2023 22:58:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.3
2025-03-20 18:44:52,611 - INFO - SVDT2 Time: 31/08/2023 22:57:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:53,120 - INFO - SVDT2 Time: 31/08/2023 22:56:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:53,624 - INFO - SVDT2 Time: 31/08/2023 22:55:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.2
2025-03-20 18:44:54,421 - INFO - SVDT2 Time: 31/08/2023 22:54:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:44:54,641 - INFO - SVDT2 Time: 31/08/2023 22:53:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:55,145 - INFO - SVDT2 Time: 31/08/2023 22:52:00, Station: SVDT2, pH: 8.5, DO: 3.9, Temperature: 25.3, Salinity: 115.9
2025-03-20 18:44:55,652 - INFO - SVDT2 Time: 31/08/2023 22:51:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.9
2025-03-20 18:44:56,157 - INFO - SVDT2 Time: 31/08/2023 22:50:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:44:56,660 - INFO - SVDT2 Time: 31/08/2023 22:49:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:57,166 - INFO - SVDT2 Time: 31/08/2023 22:48:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:44:57,675 - INFO - SVDT2 Time: 31/08/2023 22:47:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.9
2025-03-20 18:44:58,184 - INFO - SVDT2 Time: 31/08/2023 22:46:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.7
2025-03-20 18:44:58,692 - INFO - SVDT2 Time: 31/08/2023 22:45:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.9
2025-03-20 18:44:59,201 - INFO - SVDT2 Time: 31/08/2023 22:44:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.8
2025-03-20 18:44:59,709 - INFO - SVDT2 Time: 31/08/2023 22:43:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.9
2025-03-20 18:45:00,217 - INFO - SVDT2 Time: 31/08/2023 22:42:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:00,727 - INFO - SVDT2 Time: 31/08/2023 22:41:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.3
2025-03-20 18:45:01,234 - INFO - SVDT2 Time: 31/08/2023 22:40:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:01,739 - INFO - SVDT2 Time: 31/08/2023 22:39:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.7
2025-03-20 18:45:02,247 - INFO - SVDT2 Time: 31/08/2023 22:38:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.9
2025-03-20 18:45:02,754 - INFO - SVDT2 Time: 31/08/2023 22:37:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:03,261 - INFO - SVDT2 Time: 31/08/2023 22:36:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:03,770 - INFO - SVDT2 Time: 31/08/2023 22:35:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.8
2025-03-20 18:45:04,279 - INFO - SVDT2 Time: 31/08/2023 22:34:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 25.3, Salinity: 116.0
2025-03-20 18:45:04,785 - INFO - SVDT2 Time: 31/08/2023 22:33:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:45:05,291 - INFO - SVDT2 Time: 31/08/2023 22:32:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.2
2025-03-20 18:45:05,800 - INFO - SVDT2 Time: 31/08/2023 22:31:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:45:06,311 - INFO - SVDT2 Time: 31/08/2023 22:30:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.1
2025-03-20 18:45:06,817 - INFO - SVDT2 Time: 31/08/2023 22:29:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 25.3, Salinity: 115.8
2025-03-20 18:45:07,329 - INFO - SVDT2 Time: 31/08/2023 22:28:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:07,837 - INFO - SVDT2 Time: 31/08/2023 22:27:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.8
2025-03-20 18:45:08,347 - INFO - SVDT2 Time: 31/08/2023 22:26:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:08,858 - INFO - SVDT2 Time: 31/08/2023 22:25:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.9
2025-03-20 18:45:09,370 - INFO - SVDT2 Time: 31/08/2023 22:24:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:09,881 - INFO - SVDT2 Time: 31/08/2023 22:23:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:10,392 - INFO - SVDT2 Time: 31/08/2023 22:22:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.8
2025-03-20 18:45:10,900 - INFO - SVDT2 Time: 31/08/2023 22:21:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.8
2025-03-20 18:45:11,408 - INFO - SVDT2 Time: 31/08/2023 22:20:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 116.0
2025-03-20 18:45:11,917 - INFO - SVDT2 Time: 31/08/2023 22:19:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.6, Salinity: 115.9
2025-03-20 18:45:12,424 - INFO - SVDT2 Time: 31/08/2023 22:18:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.8
2025-03-20 18:45:12,933 - INFO - SVDT2 Time: 31/08/2023 22:17:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:13,441 - INFO - SVDT2 Time: 31/08/2023 22:16:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:13,951 - INFO - SVDT2 Time: 31/08/2023 22:15:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:14,461 - INFO - SVDT2 Time: 31/08/2023 22:14:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.3
2025-03-20 18:45:14,972 - INFO - SVDT2 Time: 31/08/2023 22:13:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:15,484 - INFO - SVDT2 Time: 31/08/2023 22:12:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:15,993 - INFO - SVDT2 Time: 31/08/2023 22:11:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:16,503 - INFO - SVDT2 Time: 31/08/2023 22:10:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:17,010 - INFO - SVDT2 Time: 31/08/2023 22:09:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:17,530 - INFO - SVDT2 Time: 31/08/2023 22:08:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:18,040 - INFO - SVDT2 Time: 31/08/2023 22:07:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.3
2025-03-20 18:45:18,552 - INFO - SVDT2 Time: 31/08/2023 22:06:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.2
2025-03-20 18:45:19,063 - INFO - SVDT2 Time: 31/08/2023 22:05:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:19,573 - INFO - SVDT2 Time: 31/08/2023 22:04:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:20,079 - INFO - SVDT2 Time: 31/08/2023 22:03:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.7
2025-03-20 18:45:20,589 - INFO - SVDT2 Time: 31/08/2023 22:02:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:21,096 - INFO - SVDT2 Time: 31/08/2023 22:01:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:21,607 - INFO - SVDT2 Time: 31/08/2023 22:00:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:22,117 - INFO - SVDT2 Time: 31/08/2023 21:59:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:22,627 - INFO - SVDT2 Time: 31/08/2023 21:58:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:23,135 - INFO - SVDT2 Time: 31/08/2023 21:57:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.2
2025-03-20 18:45:23,651 - INFO - SVDT2 Time: 31/08/2023 21:56:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.2
2025-03-20 18:45:24,159 - INFO - SVDT2 Time: 31/08/2023 21:55:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:24,661 - INFO - SVDT2 Time: 31/08/2023 21:54:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:25,169 - INFO - SVDT2 Time: 31/08/2023 21:53:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:25,678 - INFO - SVDT2 Time: 31/08/2023 21:52:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:26,185 - INFO - SVDT2 Time: 31/08/2023 21:51:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:26,692 - INFO - SVDT2 Time: 31/08/2023 21:50:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:27,200 - INFO - SVDT2 Time: 31/08/2023 21:49:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.2
2025-03-20 18:45:27,711 - INFO - SVDT2 Time: 31/08/2023 21:48:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.3
2025-03-20 18:45:28,222 - INFO - SVDT2 Time: 31/08/2023 21:47:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:28,733 - INFO - SVDT2 Time: 31/08/2023 21:46:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:29,240 - INFO - SVDT2 Time: 31/08/2023 21:45:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:29,752 - INFO - SVDT2 Time: 31/08/2023 21:44:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:30,264 - INFO - SVDT2 Time: 31/08/2023 21:43:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:30,774 - INFO - SVDT2 Time: 31/08/2023 21:42:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:31,283 - INFO - SVDT2 Time: 31/08/2023 21:41:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:31,790 - INFO - SVDT2 Time: 31/08/2023 21:40:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:32,298 - INFO - SVDT2 Time: 31/08/2023 21:39:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:32,812 - INFO - SVDT2 Time: 31/08/2023 21:38:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.0
2025-03-20 18:45:33,314 - INFO - SVDT2 Time: 31/08/2023 21:37:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:33,819 - INFO - SVDT2 Time: 31/08/2023 21:36:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:34,325 - INFO - SVDT2 Time: 31/08/2023 21:35:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.6
2025-03-20 18:45:34,829 - INFO - SVDT2 Time: 31/08/2023 21:34:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:35,373 - INFO - SVDT2 Time: 31/08/2023 21:33:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:35,879 - INFO - SVDT2 Time: 31/08/2023 21:32:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:36,387 - INFO - SVDT2 Time: 31/08/2023 21:31:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.3
2025-03-20 18:45:36,896 - INFO - SVDT2 Time: 31/08/2023 21:30:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.2
2025-03-20 18:45:37,410 - INFO - SVDT2 Time: 31/08/2023 21:29:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 116.1
2025-03-20 18:45:37,918 - INFO - SVDT2 Time: 31/08/2023 21:28:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.8
2025-03-20 18:45:38,426 - INFO - SVDT2 Time: 31/08/2023 21:27:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.8
2025-03-20 18:45:38,937 - INFO - SVDT2 Time: 31/08/2023 21:26:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.7
2025-03-20 18:45:39,447 - INFO - SVDT2 Time: 31/08/2023 21:25:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.6
2025-03-20 18:45:39,956 - INFO - SVDT2 Time: 31/08/2023 21:24:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:40,466 - INFO - SVDT2 Time: 31/08/2023 21:23:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.9
2025-03-20 18:45:40,977 - INFO - SVDT2 Time: 31/08/2023 21:22:00, Station: SVDT2, pH: 8.5, DO: 3.8, Temperature: 27.7, Salinity: 115.7
